"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
4845,7090785,"1594744548","Steve Hockensmith, Jane Austen, Patrick Arrasmith","Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",3.47,20207,20837,863,2092,2269,5514,5637,5325,"zombies","horror","fiction","humor","fantasy"
4846,7180727,"553807242","Lisa Gardner","Live to Tell (Detective D.D. Warren, #4)",4.18,21984,24553,1408,123,417,3923,10647,9443,"mystery","lisa-gardner","thriller","fiction","suspense"
4847,825081,"688128971","Kevin Henkes","Lilly's Purple Plastic Purse",4.2,24247,24382,888,363,1027,4189,6699,12104,"picture-books","children","picture-book","children","children"
4848,368916,"140143505","Helene Hanff","84, Charing Cross Road",4.19,26899,29517,4095,163,779,4650,11589,12336,"non-fiction","non-fiction","memoir","fiction","epistolary"
4850,14572,"553351397","Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV","Peace Is Every Step: The Path of Mindfulness in Everyday Life",4.34,19152,19516,890,145,400,2396,6295,10280,"spirituality","non-fiction","buddhism","philosophy","spirituality"
4852,29868610,"1501117203","Anna Kendrick","Scrappy Little Nobody",3.91,28719,32610,4278,275,1415,7792,14453,8675,"non-fiction","memoir","non-fiction","humor","biography"
4854,7307795,"385608020","Kate Atkinson","Started Early, Took My Dog (Jackson Brodie, #4)",3.89,21662,25434,2639,431,1181,5849,11170,6803,"mystery","fiction","crime","mystery","british"
4855,107032,"930289447","Jim Starlin, Jim Aparo, Mike DeCarlo","Batman: A Death in the Family",4.05,19765,20023,371,244,1068,4259,6280,8172,"cómics","dc","graphic novels","comic-books","fiction"
4856,16085517,"1400069599","Colum McCann","TransAtlantic",3.81,18065,20041,2927,453,1370,4914,8149,5155,"fiction","historical-fiction","ireland","historical","irish"
4857,6871616,"61783161","Jeaniene Frost","Eternal Kiss of Darkness (Night Huntress World, #2)",4.21,31967,34951,1722,192,923,5674,12556,15606,"romance","paranormal","romance","urban-fantasy","vampire"
4858,129117,"743571355","Lisa Lutz","The Spellman Files (The Spellmans, #1)",3.88,23788,27806,3326,605,1611,6457,11021,8112,"mystery","fiction","humor","mystery","chick-lit"
4859,32626,"425165582","Clive Barker","Books of Blood: Volumes One to Three (Books of Blood #1-3)",4.16,20228,20929,452,256,726,3560,7252,9135,"horror","fiction","short-stories","clive-barker","fantasy"
4860,294046,"60763892","James Rollins","The Judas Strain (Sigma Force, #4)",4.15,20976,23143,1014,143,572,3921,9502,9005,"thriller","fiction","james-rollins","adventure","sigma-force"
4861,33333,"785263713","Donald Miller","Searching for God Knows What",3.92,19383,19696,704,432,1096,4533,7128,6507,"christianity","non-fiction","christianity","religion","faith"
4862,30122,"60256710","Shel Silverstein","The Missing Piece",4.27,21207,22049,645,199,694,3306,6596,11254,"poetry","children","children","picture-books","children"
4863,56842,"61006629","Robert   Harris","Fatherland",3.96,18917,23562,1404,149,905,5294,10674,6540,"fiction","historical-fiction","alternate-history","thriller","mystery"
4864,7132363,"525951571","Daniel Suarez","Freedom™ (Daemon, #2)",4.27,12456,20092,1265,114,508,2635,7489,9346,"science fiction","science fiction","fiction","thriller","science fiction"
4865,92508,"60088877","Thornton Wilder","The Bridge of San Luis Rey",3.8,22003,23861,1542,490,1799,6443,8370,6759,"fiction","classics","historical-fiction","literature","classics"
4867,5215879,"425227723","Laurell K. Hamilton","Skin Trade (Anita Blake, Vampire Hunter #17)",3.9,29261,31383,1081,952,2377,6995,9455,11604,"vampires","paranormal","fantasy","anita-blake","laurell-k-hamilton"
4868,481749,"875793266","James E. Talmage","Jesus the Christ",4.63,17179,18710,1066,354,241,926,2909,14280,"religious","lds","non-fiction","religión","church"
4869,1693617,"1570820872","Don Ferguson","Disney's the Lion King",4.49,19553,19564,77,156,432,2182,3598,13196,"children","children","children","children","disney"
4870,31168,"141439866","Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox","Shirley",3.71,22562,24088,651,685,1969,7159,8020,6255,"classics","fiction","classics","romance","historical-fiction"
4871,114129,"515116750","Nora Roberts","Born in Ice (Born In Trilogy, #2)",4.13,26219,27875,559,123,739,5633,10239,11141,"romance","nora-roberts","contemporary-romance","contemporary","fiction"
4872,9569,"1842431021","Tom Robbins","Villa Incognito",3.65,14206,15763,642,306,1431,5022,5721,3283,"humor","fiction","tom-robbins","literature","contemporary"
4873,22237161,"374260508","Paul Beatty","The Sellout",3.8,21733,27128,3715,862,1983,6288,10625,7370,"fiction","humor","satire","race","man-booker"
4874,21325,"1401202225","Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell","Fables, Vol. 4: March of the Wooden Soldiers",4.29,23624,23961,689,188,425,2936,9133,11279,"graphic novels","comics","fantasy","graphic-novel","cómics"
4875,28077464,"804192979","Lee Child, Dick Hill","Night School",3.96,11181,28011,2446,448,1260,6239,11091,8973,"thriller","mystery","jack-reacher","crime","suspense"
4876,9578677,"345515501","Tess Gerritsen","The Silent Girl (Rizzoli & Isles, #9)",4.13,21444,25518,1625,116,597,4619,10822,9364,"mystery","crime","tess-gerritsen","thriller","suspense"
4877,11301,"7175191","Dr. Seuss","Horton Hatches the Egg",4.14,29676,30959,580,588,1341,5981,8275,14774,"children","picture-books","children","children","children"
4879,15827066,"62248472","Jenna Miscavige Hill, Lisa Pulitzer","Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape",3.72,12643,21461,2487,483,1574,6319,8184,4901,"non-fiction","memoir","non-fiction","religion","biography"
4880,73945,"865163480","Plato, James J. Helm","Apology",4.15,18261,22265,671,301,818,3836,7668,9642,"philosophy","classics","non-fiction","history","non-fiction"
4881,102953,"1563893274","Garth Ennis, Steve Dillon, Penn Jillette","Preacher, Volume 3: Proud Americans",4.27,19451,19762,272,296,541,2525,6492,9908,"graphic-novel","graphic novels","fiction","comics-graphic-novels","comic-books"
4882,12880428,"307595110","Anne Rice","The Wolf Gift (The Wolf Gift Chronicles, #1)",3.52,19008,22474,2823,1359,2821,6379,6548,5367,"fantasy","horror","anne-rice","fiction","paranormal"
4883,867650,"307960307","Diane Muldrow, J.P. Miller","The Little Red Hen (Little Golden Book)",4.2,22932,23043,269,227,812,4691,5715,11598,"children","children","children","picture-books","children"
4884,10875239,"1455501476","Sandra Brown","Lethal",4.04,20353,22772,1871,212,736,4566,9754,7504,"sandra-brown","mystery","romantic-suspense","romance","suspense"
4885,3974,"316017442","Dan Simmons","The Terror",4,21225,24226,2610,521,1324,4438,9180,8763,"horror","historical-fiction","fiction","fantasy","historical"
4886,773606,"670447161","Ludwig Bemelmans","Madeline's Rescue",4.24,24495,24648,364,195,735,4405,7017,12296,"picture-books","children","caldecott","children","children"
4887,6694937,"61733636","John Heilemann, Mark Halperin","Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",4.1,16800,18986,2555,119,486,3209,8656,6516,"politics","non-fiction","non-fiction","history","political"
4888,659622,"067172942X","V.C. Andrews","Garden of Shadows (Dollanganger, #5)",3.88,23139,24825,587,392,1810,6511,7703,8409,"fiction","v-c-andrews","horror","young adult","vc-andrews"
4889,10599805,"61957895","Kim Harrison","A Perfect Blood (The Hollows, #10)",4.38,26455,30144,1787,97,367,3225,10865,15590,"urban-fantasy","fantasy","paranormal","supernatural","vampires"
4890,124524,"310240018","Joni Eareckson Tada, Joe Musser","Joni: An Unforgettable Story",4.23,20191,20697,244,254,528,3428,6484,10003,"non-fiction","biography","biography","christianity","autobiography"
4891,93768,"786932171","Margaret Weis, Tracy Hickman","War of the Twins (Dragonlance: Legends, #2)",4.11,21559,23615,187,116,817,4754,8513,9415,"fantasy","dragonlance","fiction","science fiction","science fiction"
4892,7856305,"031603617X","James Patterson","Cross Fire (Alex Cross, #17)",4.04,20407,23904,1183,157,726,5185,9708,8128,"james-patterson","alex-cross","mystery","fiction","thriller"
4893,148821,"142000159","Ross King","Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture",3.84,17931,18672,677,744,1261,4278,6357,6032,"history","non-fiction","art","architecture","non-fiction"
4894,582533,"1577312295","Shakti Gawain","Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life",4.13,17811,18451,320,299,797,3397,5721,8237,"self-help","non-fiction","spirituality","spirituality","psychology"
4895,40329,"60584025","Janet Evanovich","Metro Girl (Alex Barnaby, #1)",3.6,27115,28375,1099,740,3055,9354,8807,6419,"mystery","janet-evanovich","romance","fiction","chick-lit"
4897,9565045,"312360819","Darynda Jones","Second Grave on the Left (Charley Davidson, #2)",4.29,30926,35354,2862,179,608,4683,13371,16513,"urban-fantasy","paranormal","fantasy","romance","romance"
4898,33609,"155652532X","Anya Seton, Philippa Gregory","Katherine",4.18,22577,24137,1669,351,858,3856,8150,10922,"historical-fiction","fiction","historical","romance","classics"
4899,828387,"141020520","Marina Lewycka","A Short History of Tractors in Ukrainian",3.37,18204,21286,2235,841,2715,7877,7336,2517,"fiction","contemporary","humour","humor","ukraine"
4900,22693182,"62225464","Kimberly McCreight","Where They Found Her",3.83,19429,22259,2480,282,1066,5893,9830,5188,"mystery","fiction","thriller","mystery","suspense"
4901,125925,"553590162","Kelley Armstrong","Industrial Magic (Women of the Otherworld, #4)",4.12,27521,30313,819,136,863,5965,11564,11785,"urban-fantasy","paranormal","fantasy","kelley-armstrong","romance"
4902,74256,"2070364232","René Goscinny, Jean-Jacques Sempé","Le Petit Nicolas (Le petit Nicolas, #1)",4.13,24796,27363,514,343,1052,5006,9303,11659,"french","children","fiction","children","children"
4904,42512,"034547581X","Harold G. Moore, Joseph L. Galloway","We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam",4.29,18688,20272,476,149,438,2669,7150,9866,"history","non-fiction","military","war","vietnam"
4905,92367,"451215710","Ken Follett","Whiteout",3.54,18791,22042,1168,452,2136,8118,7794,3542,"fiction","thriller","ken-follett","mystery","suspense"
4906,568236,"345349571","Barbara W. Tuchman","A Distant Mirror:  The Calamitous 14th Century",4.11,21776,22774,989,576,915,3658,7926,9699,"history","non-fiction","non-fiction","medieval","european-history"
4907,28899,"142407577","Mike Lupica","Heat",3.97,16579,16831,1229,382,875,3657,5951,5966,"sports","realistic-fiction","young adult","baseball","fiction"
4908,900,"60554738","Neil Strauss","The Game: Penetrating the Secret Society of Pickup Artists",3.73,16698,19145,1517,702,1643,4766,6953,5081,"non-fiction","psychology","non-fiction","biography","self-help"
4909,64864,"330348779","Sue Grafton","N is for Noose (Kinsey Millhone, #14)",3.97,24658,26565,524,126,717,7040,10549,8133,"mystery","sue-grafton","fiction","mystery","crime"
4910,8476248,"749941995","Julia Quinn","Just Like Heaven (Smythe-Smith Quartet #1)",3.93,14300,27469,1753,526,1313,6557,10176,8897,"romance","romance","historical","julia-quinn","historical-fiction"
4911,6443349,"1423119509","Rick Riordan, Tk","Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",4.57,19555,22766,850,173,279,1678,4957,15679,"percy-jackson","young adult","mythology","fantasy","fiction"
4912,11720382,"525952764","Lisa Gardner","Catch Me (Detective D.D. Warren, #6)",4.17,21486,24035,1628,114,466,3840,10514,9101,"mystery","lisa-gardner","thriller","fiction","suspense"
4913,233044,"778321606","Debbie Macomber","The Shop on Blossom Street (Blossom Street, #1)",4.04,22861,24892,1668,318,946,5215,9304,9109,"debbie-macomber","romance","fiction","chick-lit","knitting"
4914,239102,"1560768800","R.A. Salvatore","Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",4.12,18305,20277,160,103,689,4053,7235,8197,"fantasy","forgotten-realms","fiction","drizzt","r-a-salvatore"
4915,93788,"446616621","Nelson DeMille","Night Fall (John Corey, #3)",4.07,18761,20870,1167,139,598,4088,8796,7249,"fiction","thriller","mystery","suspense","demille"
4916,8967,"316000957","Darren Shan","Trials of Death (Cirque Du Freak, #5)",4.25,22157,24259,620,126,725,3793,7871,11744,"fantasy","young adult","vampires","horror","darren-shan"
4917,7144426,"446539813","Eric Van Lustbader, Robert Ludlum","The Bourne Objective (Jason Bourne, #8)",4.07,16294,16798,200,261,669,3264,6086,6518,"fiction","thriller","jason-bourne","robert-ludlum","bourne"
4919,289644,"310247535","Karen Kingsbury","Even Now (Lost Love, #1)",4.26,18120,18865,566,361,623,2671,5336,9874,"christian-fiction","karen-kingsbury","christianity","fiction","romance"
4920,3121162,"316059862","Anita Shreve","Testimony",3.54,21977,24212,3047,552,2498,8357,8881,3924,"fiction","anita-shreve","contemporary","contemporary-fiction","audio"
4921,11544421,"1937007588","Ilona Andrews","Magic Rises (Kate Daniels, #6)",4.49,29556,33573,2621,91,276,2687,10657,19862,"urban-fantasy","fantasy","paranormal","magic","romance"
4922,9970042,"345524616","Ben Aaronovitch","Whispers Under Ground (Peter Grant, #3)",4.16,15946,25233,1755,61,358,3873,12121,8820,"fantasy","urban-fantasy","mystery","crime","fiction"
4923,18453095,"031621129X","James Patterson, Maxine Paetro","Unlucky 13 (Women’s Murder Club, #13)",3.94,16005,24616,1976,298,1293,5850,9270,7905,"james-patterson","mystery","fiction","women-s-murder-club","patterson"
4924,99610,"446604089","Sidney Sheldon","The Best Laid Plans",3.66,17173,18368,552,322,1598,5979,6570,3899,"sidney-sheldon","fiction","thriller","mystery","suspense"
4925,2855034,"61433012","Terry Pratchett","Nation",4.05,22466,26588,2441,365,1225,5215,9721,10062,"fantasy","young adult","fiction","young adult","terry-pratchett"
4926,114162,"61259349","Lisa Kleypas","Secrets of a Summer Night (Wallflowers, #1)",4.05,33026,36650,1923,352,1269,7585,14583,12861,"romance","romance","historical","historical-fiction","regency"
4927,456028,"1595540342","Ted Dekker","Red: The Heroic Rescue (The Circle, #2)",4.3,19896,20760,644,136,495,2844,6861,10424,"fantasy","christian-fiction","fiction","christianity","ted-dekker"
4928,10680329,"312655452","Louise Penny","A Trick of the Light (Chief Inspector Armand Gamache, #7)",4.29,20932,24518,2239,100,372,2770,10323,10953,"mystery","fiction","mystery","louise-penny","canada"
4930,1717890,"4757518080","Jun Mochizuki, 望月淳","Pandora Hearts 1巻",4.2,19222,20167,394,470,1024,3142,4899,10632,"mangá","fantasy","graphic novels","pandora-hearts","manga-to-read"
4931,32769,"345329457","H.P. Lovecraft","At the Mountains of Madness and Other Tales of Terror",4.25,19586,19752,467,190,601,2716,6785,9460,"horror","fiction","fantasy","short-stories","classics"
4932,6340016,"60596988","Mary Karr","Lit",3.88,17964,19543,1928,483,1357,4297,7339,6067,"memoir","non-fiction","memoirs","non-fiction","biography"
4933,465904,"893662135","Anne McCaffrey","Dragonsdawn (Pern, #9)",4.17,25824,28388,443,115,795,5411,9832,12235,"science fiction","dragons","fiction","science fiction","anne-mccaffrey"
4934,6596547,"399252649","Kathryn Erskine","Mockingbird",4.18,21138,23766,3626,249,703,3854,8755,10205,"young adult","realistic-fiction","fiction","young adult","middle-grade"
4936,107195,"1590521358","Joshua Harris","I Kissed Dating Goodbye",3.61,17121,17949,814,1552,2022,4042,4592,5741,"christianity","non-fiction","christianity","christianity","religion"
4937,903,"808553038","Zilpha Keatley Snyder","The Egypt Game (Game, #1)",3.81,26657,28206,1140,798,2070,7229,9716,8393,"fiction","young adult","children","mystery","children"
4938,277397,"375703055","Kaye Gibbons","Ellen Foster",3.75,23327,24511,1379,468,1770,6993,9353,5927,"fiction","oprah-s-book-club","oprah","southern","coming-of-age"
4939,22904,"805210555","Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins","The Complete Stories",4.34,18314,20541,485,201,454,2373,6549,10964,"fiction","short-stories","classics","literature","german"
