"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
5098,16070018,"Aleatha Romig","Truth (Consequences, #2)",4.5,604,820,2611,7372,16617,"https://images.gr-assets.com/books/1398768721m/16070018.jpg","dark","romance","contemporary","suspense","thriller"
5099,34503,"Terry Pratchett, Paul Kidby","The Last Hero (Discworld, #27; Rincewind #7)",4,53,600,4884,9544,10127,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","terry-pratchett","fiction","humor","pratchett"
5100,83539,"Isaac Asimov","Fantastic Voyage",4,183,974,5913,8066,5991,"https://images.gr-assets.com/books/1320425345m/83539.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
5101,11472,"Philip Gourevitch","We Wish to Inform You That Tomorrow We Will Be Killed with Our Families",4.5,205,420,2329,6920,9672,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","africa","non-fiction","war","history"
5102,12611073,"Jonathan Cahn","The Harbinger: The Ancient Mystery that Holds the Secret of America's Future",4,1007,1322,3113,4738,7457,"https://images.gr-assets.com/books/1345009097m/12611073.jpg","christianity","fiction","christianity","religion","non-fiction"
5103,16248078,"Daniel Silva","The English Girl (Gabriel Allon, #13)",4,156,592,3639,8892,6983,"https://images.gr-assets.com/books/1371747020m/16248078.jpg","fiction","daniel-silva","thriller","mystery","espionage"
5104,8296140,"Susan Vreeland","Clara and Mr. Tiffany",3.5,1041,2363,6643,7285,7355,"https://images.gr-assets.com/books/1320562282m/8296140.jpg","historical-fiction","fiction","art","audio","historical"
5105,18295852,"Jennifer E. Smith","The Geography of You and Me",3.5,718,2186,7881,8737,6217,"https://images.gr-assets.com/books/1376408056m/18295852.jpg","young adult","romance","contemporary","young adult","realistic-fiction"
5106,7991200,"L.A. Weatherly","Angel (Angel, #1)",4,906,2230,6529,9184,10355,"https://images.gr-assets.com/books/1326626626m/7991200.jpg","angels","young adult","fantasy","paranormal","romance"
5107,11254850,"Brandon Mull","Seeds of Rebellion (Beyonders, #2)",4,286,542,2943,7085,10215,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","adventure","fiction","brandon-mull"
5108,82751,"Adeline Yen Mah","Chinese Cinderella: The True Story of an Unwanted Daughter",4,300,995,4798,9366,8638,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","memoir","non-fiction","biography","china"
5109,14785,"John Sandford","Chosen Prey (Lucas Davenport, #12)",4,89,272,3316,8692,9013,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","john-sandford","fiction","thriller","lucas-davenport"
5110,8320534,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist","Raymond E. Feist's Magician Master",4.5,102,198,1815,5798,10518,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","fantasy","fantasy","magic"
5112,2880715,"J.R. Ward","The Black Dagger Brotherhood: An Insider's Guide",4.5,209,846,4135,7012,15086,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","romance","vampires","paranormal","romance","black-dagger-brotherhood"
5113,6120349,"Joe Hill, Gabriel Rodríguez","Locke & Key, Vol. 2: Head Games",4.5,176,388,2454,8876,12385,"https://images.gr-assets.com/books/1351338040m/6120349.jpg","graphic novels","comics","horror","graphic-novel","fantasy"
5114,91247,"Beverly Cleary, Alan Tiegreen","Ramona and Her Father (Ramona, #4)",4,366,897,5358,8193,8658,"https://images.gr-assets.com/books/1408925643m/91247.jpg","children","children","fiction","children","children"
5115,49596,"Agatha Christie","The Secret Adversary (Tommy and Tuppence #1)",4,348,1580,7610,10205,7072,"https://images.gr-assets.com/books/1331721280m/49596.jpg","mystery","fiction","classics","mystery","agatha-christie"
5116,53413,"Julio Cortázar, Gregory Rabassa","Hopscotch",4,454,924,2615,5696,11052,"https://images.gr-assets.com/books/1367728486m/53413.jpg","fiction","classics","argentina","latin-america","latin-american"
5117,9635495,"Karin Slaughter","Fallen (Will Trent, #5)",4,122,475,3334,9522,10059,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","thriller","crime","fiction","suspense"
5118,25689074,"Marissa Meyer","Stars Above (The Lunar Chronicles, #4.5)",4.5,93,541,4650,12077,14702,"https://images.gr-assets.com/books/1472473049m/25689074.jpg","young adult","science fiction","read-in-2016","romance","retellings"
5119,1207904,"Eric Clapton","Clapton: The Autobiography",4,321,1293,4948,6766,5009,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","biography","music","non-fiction","autobiography","memoir"
5120,647,"Naomi Klein","No Logo",4,415,1279,4865,8205,5870,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","politics","non-fiction","economics","sociology"
5121,43927,"Harlan Coben","No Second Chance",4,126,539,4305,9927,6877,"https://images.gr-assets.com/books/1309281936m/43927.jpg","mystery","harlan-coben","fiction","thriller","suspense"
5122,7748,"Hunter S. Thompson","Fear and Loathing on the Campaign Trail '72",4,85,562,3216,6417,6322,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","politics","history","non-fiction","journalism"
5123,764434,"P.D. James","Shroud for a Nightingale (Adam Dalgliesh #4)",4,254,634,3937,7352,6796,"https://images.gr-assets.com/books/1321172495m/764434.jpg","mystery","fiction","mystery","crime","mystery"
5124,21853633,"Sarah Addison Allen","First Frost (Waverley Family, #2)",4,185,921,5727,9767,6886,"https://images.gr-assets.com/books/1410962794m/21853633.jpg","fiction","magical-realism","fantasy","chick-lit","romance"
5125,223380,"Ted Chiang","Stories of Your Life and Others",4.5,164,640,3251,8893,11633,"https://images.gr-assets.com/books/1356138316m/223380.jpg","fiction","science fiction","short-stories","fantasy","science fiction"
5126,53926,"Mario Vargas Llosa","Travesuras de la niña mala",4,285,1028,3604,7038,7213,"https://images.gr-assets.com/books/1405421130m/53926.jpg","fiction","romance","latin-america","latin-american","nobel"
5127,6449290,"Heidi W. Durrow","The Girl Who Fell from the Sky",3.5,326,1746,7560,9322,3161,"https://images.gr-assets.com/books/1285276805m/6449290.jpg","fiction","young adult","historical-fiction","african-american","coming-of-age"
5128,4031,"Bret Easton Ellis","Lunar Park",3.5,684,2040,5390,6336,4040,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","horror","thriller","contemporary","american"
5129,32523,"Lisa Gardner","Hide (Detective D.D. Warren, #2)",4,107,495,4219,11168,9133,"https://images.gr-assets.com/books/1327979037m/32523.jpg","mystery","lisa-gardner","thriller","suspense","fiction"
5130,969177,"Habiburrahman El-Shirazy","Ayat-Ayat Cinta",4,376,1004,3175,4154,3963,"https://images.gr-assets.com/books/1439347437m/969177.jpg","novel","fiction","romance","indonesian","indonesia"
5131,29519514,"Erin Watt","Broken Prince (The Royals, #2)",4,429,1312,4619,9216,11594,"https://images.gr-assets.com/books/1464248584m/29519514.jpg","romance","new-adult","contemporary","young adult","young adult"
5132,16054811,"Paulo Coelho, Margaret Jull Costa","Manuscript Found in Accra",4,654,1654,4277,5608,5997,"https://images.gr-assets.com/books/1362586181m/16054811.jpg","fiction","philosophy","historical-fiction","inspirational","spirituality"
5133,9296438,"Lisa Scottoline","Save Me",3.5,749,2332,6182,7396,5034,"https://images.gr-assets.com/books/1311983193m/9296438.jpg","fiction","mystery","lisa-scottoline","audio","suspense"
5134,52640,"Clive Barker","Weaveworld",4,328,963,3829,7757,9652,"https://images.gr-assets.com/books/1329374451m/52640.jpg","fantasy","horror","fiction","clive-barker","dark-fantasy"
5135,170650,"Mary Higgins Clark","Loves Music, Loves to Dance",4,148,998,6513,8580,6511,"https://images.gr-assets.com/books/1416640001m/170650.jpg","mystery","mary-higgins-clark","fiction","suspense","thriller"
5136,215542,"D.J. MacHale","The Rivers of Zadaa (Pendragon, #6)",4,200,652,3562,7165,9366,"https://images.gr-assets.com/books/1432151614m/215542.jpg","fantasy","young adult","pendragon","science fiction","young adult"
5138,133486,"Robert K. Massie","Nicholas and Alexandra",4,250,380,2632,7300,9024,"https://images.gr-assets.com/books/1333577599m/133486.jpg","history","non-fiction","biography","biography","russia"
5139,12275680,"Janet Evanovich","Wicked Business (Lizzy & Diesel, #2)",4,492,2107,8247,9155,7368,"https://images.gr-assets.com/books/1328334213m/12275680.jpg","mystery","janet-evanovich","paranormal","fiction","fantasy"
5140,16054808,"Chris Grabenstein","Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1)",4,418,897,4027,8101,10072,"https://images.gr-assets.com/books/1379335670m/16054808.jpg","middle-grade","mystery","fiction","children","adventure"
5141,17208,"Robert A. Heinlein","Friday",4,543,1656,6003,7877,6871,"https://images.gr-assets.com/books/1315410828m/17208.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
5142,6926176,"Francine Rivers","Her Mother's Hope (Marta's Legacy, #1)",4.5,202,570,2621,6413,9745,"https://images.gr-assets.com/books/1406510447m/6926176.jpg","christianity","fiction","christianity","historical-fiction","francine-rivers"
5143,97860,"David Wiesner","Tuesday",4,444,971,3555,6251,10648,"https://images.gr-assets.com/books/1328870556m/97860.jpg","picture-books","children","caldecott","children","picture-book"
5144,19707,"Tom Clancy","Red Rabbit (Jack Ryan Universe, #3)",3.5,557,1945,6626,7291,4610,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","thriller","tom-clancy","clancy","espionage"
5145,13986,"Mercedes Lackey","Arrows of the Queen (Heralds of Valdemar, #1)",4,273,921,4971,9367,12114,"https://images.gr-assets.com/books/1296358547m/13986.jpg","fantasy","fiction","valdemar","mercedes-lackey","young adult"
5146,424,"Joan Didion","Slouching Towards Bethlehem",4,146,558,2866,7513,9265,"https://images.gr-assets.com/books/1327952074m/424.jpg","non-fiction","non-fiction","essays","memoir","history"
5147,43917,"Raymond E. Feist","Rise of a Merchant Prince (The Serpentwar Saga, #2)",4,136,834,4918,8569,7518,"https://images.gr-assets.com/books/1360282060m/43917.jpg","fantasy","fiction","raymond-e-feist","feist","fantasy"
5148,7285498,"Courtney Allison Moulton","Angelfire (Angelfire, #1)",4,1099,1997,5723,8294,11112,"https://images.gr-assets.com/books/1294531919m/7285498.jpg","angels","romance","fantasy","paranormal","young adult"
5149,12070846,"Stephen King","Mile 81",3.5,490,1892,6828,7026,4326,"https://images.gr-assets.com/books/1407138212m/12070846.jpg","horror","nook","e-book","read-in-2011","terror"
5150,446,"Paul Auster","The Brooklyn Follies",4,241,1057,4746,8145,4161,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","contemporary","american","new-york","literature"
5151,277191,"Holly Black, Tony DiTerlizzi","The Ironwood Tree (The Spiderwick Chronicles, #4)",4,278,1417,7705,9741,9065,"https://images.gr-assets.com/books/1417954144m/277191.jpg","fantasy","children","fiction","children","young adult"
5152,159582,"Marjorie Kinnan Rawlings","The Yearling",4,628,1284,4723,7327,8883,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","fiction","young adult","classics","rory-gilmore-reading-challenge"
5153,13561164,"Katie McGarry","Dare You To (Pushing the Limits, #2)",4,315,1121,5633,12760,14915,"https://images.gr-assets.com/books/1354200468m/13561164.jpg","young adult","romance","contemporary","young adult","new-adult"
5154,6952423,"Ozzy Osbourne, Chris Ayres","I Am Ozzy",4,509,847,3207,5998,7398,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","music","biography","non-fiction","autobiography","biography"
5155,11077,"J. Maarten Troost","The Sex Lives of Cannibals: Adrift in the Equatorial Pacific",4,332,1076,4235,7029,5038,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","humor","travel","memoir","non-fiction"
5156,10445208,"Maria V. Snyder","Touch of Power (Healer, #1)",4,408,1109,5187,12193,14263,"https://images.gr-assets.com/books/1317629193m/10445208.jpg","fantasy","young adult","magic","romance","young adult"
5157,5158,"Kaye Gibbons","A Virtuous Woman",3.5,373,1649,7272,7775,4581,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","oprah-s-book-club","oprah","oprah-book-club","oprahs-book-club"
5158,59819,"Nora Roberts","Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",4,98,652,4882,9226,11326,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","contemporary-romance","romance","fiction","fantasy","paranormal"
5159,8968,"Darren Shan","The Vampire Prince (Cirque Du Freak, #6)",4,140,695,3785,7526,10843,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","vampires","horror","darren-shan"
5160,291356,"David Eddings","The Sapphire Rose (The Elenium, #3)",4,204,1275,5743,8669,8494,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","david-eddings","fantasy","science fiction"
5161,24452249,"Bill Clegg","Did You Ever Have a Family",4,402,1281,4956,8535,4912,"https://images.gr-assets.com/books/1440378380m/24452249.jpg","fiction","contemporary","literary-fiction","contemporary-fiction","read-in-2015"
5162,33813,"Nelson DeMille","The Gold Coast",4,242,821,4010,8096,7661,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","thriller","mystery","demille","mystery"
5163,781844,"Elisabeth Kübler-Ross","On Death and Dying",4,137,606,3630,7013,8239,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","non-fiction","psychology","death","philosophy"
5164,23346918,"James Patterson, Maxine Paetro","14th Deadly Sin (Women’s Murder Club, #14)",4,279,864,4923,8610,7270,"https://images.gr-assets.com/books/1425682789m/23346918.jpg","james-patterson","mystery","fiction","women-s-murder-club","thriller"
5165,827412,"Lisa Kleypas","It Happened One Autumn (Wallflowers, #2)",4,158,873,5982,13486,13364,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","romance","historical","romance","historical-fiction","regency"
5166,2833172,"Patricia Cornwell","Scarpetta (Kay Scarpetta, #16)",3.5,649,2026,6886,8271,6154,"https://images.gr-assets.com/books/1358277265m/2833172.jpg","mystery","fiction","crime","thriller","kay-scarpetta"
5167,21681,"Dennis Lehane","Darkness, Take My Hand (Kenzie & Gennaro, #2)",4,110,419,3326,9751,8115,"https://images.gr-assets.com/books/1392049150m/21681.jpg","mystery","fiction","crime","thriller","dennis-lehane"
5168,239103,"R.A. Salvatore","Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",4,92,620,3632,6933,8121,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","forgotten-realms","fantasy","r-a-salvatore","fiction","drizzt"
5169,9917945,"Ellen Hopkins","Perfect (Impulse, #2)",4.5,207,566,2740,6156,12047,"https://images.gr-assets.com/books/1296179689m/9917945.jpg","young adult","poetry","ellen-hopkins","young adult","fiction"
5171,268604,"J.D. Robb","Portrait in Death (In Death, #16)",4.5,67,288,3247,9186,14011,"https://images.gr-assets.com/books/1483391474m/268604.jpg","mystery","romance","j-d-robb","jd-robb","in-death"
5173,184040,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.","Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",4,149,478,3126,8557,10177,"https://images.gr-assets.com/books/1335238541m/184040.jpg","graphic novels","graphic-novel","comics","science fiction","comics-graphic-novels"
5174,18668066,"Nora Roberts","The Collector",4,386,1330,5357,8363,7267,"https://images.gr-assets.com/books/1389532018m/18668066.jpg","romance","romantic-suspense","mystery","fiction","suspense"
5175,8088,"Robin McKinley","Sunshine",4,1136,2641,6555,9732,10701,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","vampires","urban-fantasy","paranormal","fantasy","fiction"
